..
Name                                                                                                                              OS       Location                                                                                                                                      
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-766.3.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-766.4.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-835.1.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-835.4.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-494.3.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-494.4.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-494.5.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-522.5.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-522.6.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-557.2.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-607.0.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-633.1.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-647.0.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-647.2.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-681.0.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-681.1.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-681.2.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-717.1.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-717.3.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-723.3.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-766.3.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-766.4.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-766.5.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
2cdc6229df6344129ee553dd3499f0d3__BizTalk-Server-2013-Enterprise                                                                  Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US                                                          
2cdc6229df6344129ee553dd3499f0d3__BizTalk-Server-2013-R2-Enterprise-Nov-2014                                                      Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
2cdc6229df6344129ee553dd3499f0d3__BizTalk-Server-2013-R2-Standard-Nov-2014                                                        Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
2cdc6229df6344129ee553dd3499f0d3__BizTalk-Server-2013-Standard                                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US                                                          
3422a428aaf14529884165693cbb90d3__DreamFactory_1.6.10-3_-_Ubuntu_14.04                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
3422a428aaf14529884165693cbb90d3__DreamFactory_1.7.8-0_-_Ubuntu_14.04                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
3422a428aaf14529884165693cbb90d3__eXo_Platform_Express_4.0.6-4_-_Ubuntu_14.04                                                     Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
3422a428aaf14529884165693cbb90d3__eXo_Platform_Express_4.0.7-0_-_Ubuntu_14.04                                                     Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20131018-enus                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20131127-enus                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20131217-enus                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20140213-enus                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20140306-enus                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20140327-enus                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20140618-enus                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20140715-enus                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
3a50f22b388a4ff7ab41029918570fa6__Windows-Server-2012-Essentials-20141204-enus                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-65-20150128                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-65-20150325                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-65-20150605                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-65-20150904                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-66-20150128                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-66-20150325                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-66-20150605                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-66-20150706                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-66-20150731                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-67-20150815                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-70-20150128                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-70-20150325                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-70-20150605                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-70-20150904                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-71-20150410                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-71-20150605                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
5112500ae3b842c8b9c604889f8753c3__OpenLogic-CentOS-71-20150731                                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
63fcd0d5707b41b1b10f2a1d03ccc387__SteelHead-8.6.0a-20140625                                                                       Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
63fcd0d5707b41b1b10f2a1d03ccc387__SteelHead-8.6.1b-3-20111104                                                                     Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
63fcd0d5707b41b1b10f2a1d03ccc387__SteelHead-8.6.2-52-20141222                                                                     Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
63fcd0d5707b41b1b10f2a1d03ccc387__SteelHead-9.0.0-15-20141213                                                                     Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
63fcd0d5707b41b1b10f2a1d03ccc387__SteelHead-9.0.1-87-20150420                                                                     Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
810d5f35ce8748c686feabed1344911c__BarracudaNGFirewall-6.1.1-075-byol                                                              Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
810d5f35ce8748c686feabed1344911c__BarracudaWebAppFirewall-vm4.2.5-fw8.0.1.005-20151007                                            Linux    Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update1-4.3.4596.1-WS2012R2-ENU                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update1-4.3.4650.0-WS2012R2-ENU                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update1-4.3.4652.0-WS2012R2-ENU                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update1-4.3.4660.0-WS2012R2-ENU                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update1-4.3.4665.0-WS2012R2-ENU                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update2-4.4.4864.0-WS2012R2-ENU                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update2-4.4.4868.0-WS2012R2-ENU                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update2-CN-4.4.4864.0-WS2012R2-ENU                                              Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update2-CN-4.4.4868.0-WS2012R2-ENU                                              Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update2-CN-Excel-4.4.4864.0-WS2012R2-ENU                                        Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update2-CN-Excel-4.4.4868.0-WS2012R2-ENU                                        Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update2-Preview-4.4.4806.0-WS2012R2-ENU                                         Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update2-Preview-4.4.4835.0-WS2012R2-ENU                                         Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update2-Preview-4.4.4858.0-WS2012R2-ENU                                         Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-2015-CU11-201510NB.01-127GB                                                        Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-2015-CU5-201503NB.01-127GB                                                         Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, Japan West, Central US, East US, South Central US            
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-2015-CU6-201504NB.01-127GB                                                         Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, Japan West, Central US, East US, South Central US            
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-2015-CU7-201505NB.01-127GB                                                         Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, Japan West, Central US, East US, South Central US            
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-2015-CU8-201506NB.01-127GB                                                         Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, Japan West, Central US, East US, South Central US            
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-2015-RTM-201502NB.02-127GB                                                         Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, Japan West, Central US, East US, South Central US            
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-2016-RTM-201510NB.01-127GB                                                         Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
9b7cfe55da0349d5a8316a8cc4741f87__Microsoft-StorSimple-Virtual-Appliance-Patched-GU1-2-2015-03-11                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-1100-20140710                                                       Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-1100-20141209                                                       Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-1100-2015-29-10                                                     Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-1100-20150506                                                       Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-1100-20150617                                                       Windows  Southeast Asia, Australia East, Australia Southeast, South India, Japan West, Central US, East US, South Central US                           
a699494373c04fc0bc8f2bb1389d6106__Win2K8R2SP1-Datacenter-20150824-en.us-127GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
a699494373c04fc0bc8f2bb1389d6106__Win2K8R2SP1-Datacenter-20150916-en.us-127GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
a699494373c04fc0bc8f2bb1389d6106__Win2K8R2SP1-Datacenter-20151022-en.us-127GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-Datacenter-20150824-en.us-127GB.vhd                                         Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-Datacenter-20150916-en.us-127GB.vhd                                         Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-Datacenter-20151022-en.us-127GB.vhd                                         Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-R2-20150825-en.us-127GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-R2-20150916-en.us-127GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-R2-20151022-en.us-127GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-Technical-Preview-20150819-en.us-127GB.vhd                                       Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
a699494373c04fc0bc8f2bb1389d6106__WindowsServer_en-us_TP3_Container_VHD_Azure-20150828.vhd                                        Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
a699494373c04fc0bc8f2bb1389d6106__WindowsServer_en-us_TP3_Container_VHD_Azure-20150901.vhd                                        Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
a699494373c04fc0bc8f2bb1389d6106__WindowsServer_en-us_TP3_Container_VHD_Azure-20151005.vhd                                        Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-1BOX-OS-Win2012R2-April15                                      Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-AOS-OS-Win2012R2-April15                                       Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-AOS-OS-Win2012R2-March15                                       Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-AOS-PROD-OS-Win2012R2-June15                                   Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-AOS-PROD-OS-Win2012R2-May15                                    Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-ARA-OS-Win2012R2-May15                                         Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-ARA-OS-Win2012R2-Oct15                                         Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-CLI-OS-Win2012R2-April15                                       Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-CLI-OS-Win2012R2-March15                                       Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-CLI-PROD-OS-Win2012R2-April15                                  Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-EP-OS-Win2012R2-April15                                        Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-EP-OS-Win2012R2-March15                                        Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-RTLECM-OS-Win2012R2-April15                                    Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-RTLESS-OS-Win2012R2-April15                                    Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-SQL-OS-Win2012R2-April15                                       Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX-2012-R3-6.3.1000.309-SQL-OS-Win2012R2-March15                                       Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-AOS-OS-Win2012R2-11Sep15                                                   Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-AOS-OS-Win2012R2-16Sep15                                                   Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-AOS-OS-Win2012R2-20Aug15                                                   Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-AOS-OS-Win2012R2-21Aug15                                                   Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-AOS-OS-Win2012R2-29Oct15                                                   Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-AOS-OS-Win2012R2-2Sep15                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-AOS-OS-Win2012R2-7July28                                                   Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-AOS-OS-Win2012R2-9Nov15                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-BI-OS-Win2012R2-11Nov15                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-BI-OS-Win2012R2-11Sep15                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-BI-OS-Win2012R2-20July15                                                   Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-BI-OS-Win2012R2-27Aug15                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Japan West, Central US, East US, South Central US                                        
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-BI-OS-Win2012R2-29Oct15                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-BI-OS-Win2012R2-5Nov15                                                     Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-BI-OS-Win2012R2-7July28                                                    Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-BI-OS-Win2012R2-9Nov15                                                     Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
aab47c5acae74e5e8c005b26cff3e828__Dynamics-AX7-Dynamic-Onebox-OS-Win2012R2-11Sep15                                                Windows  Southeast Asia, Australia East, Australia Southeast, Central India, South India, West India, Japan West, Central US, East US, South Central US
